Feature1	Feature2	IG
Gemella_morbillorum	Weissella_viridescens	3.49874877929688
Gemella_sanguinis	Sutterella_parvirubra	8.91481781005859
Gemmiger_formicilis	Oscillibacter_sp_PC13	8.78733825683594
Gordonibacter_pamelaeae	PWY0-1586:_peptidoglycan_maturation_(meso-diaminopimelate_containing)	7.49266052246094
Granulicatella_adiacens	PHOSLIPSYN-PWY:_superpathway_of_phospholipid_biosynthesis_I_(bacteria)	2.98557281494141
Haemophilus_pittmaniae	PEPTIDOGLYCANSYN-PWY:_peptidoglycan_biosynthesis_I_(meso-diaminopimelate_containing)	6.51370239257812
Haemophilus_sputorum	PHOSLIPSYN-PWY:_superpathway_of_phospholipid_biosynthesis_I_(bacteria)	2.98419189453125
Hafnia_alvei	PWY-6737:_starch_degradation_V	4.32061767578125
Harryflintia_acetispora	Allisonella_histaminiformans	13.0218811035156
Harryflintia_acetispora	PWY-7117:_C4_photosynthetic_carbon_assimilation_cycle,_PEPCK_type	2.12979125976562
Harryflintia_acetispora	Parascardovia_denticolens	3.95568084716797
Harryflintia_acetispora	Pyramidobacter_piscolens	3.95568084716797
Harryflintia_acetispora	Pyramidobacter_sp_C12_8	2.885498046875
Intestinibacter_bartlettii	COA-PWY:_coenzyme_A_biosynthesis_I	6.70989227294922
Intestinibacter_bartlettii	PWY-7400:_L-arginine_biosynthesis_IV_(archaebacteria)	14.948356628418
Intestinibacter_bartlettii	Prevotella_sp_CAG_520	5.01447296142578
Intestinimonas_butyriciproducens	Prevotella_sp_CAG_1124	3.24192047119141
Klebsiella_oxytoca	Enterococcus_hirae	1.65514373779297
Klebsiella_oxytoca	PWY0-1296:_purine_ribonucleosides_degradation	3.44713592529297
Klebsiella_pneumoniae	Citrobacter_youngae	5.19673919677734
Klebsiella_quasipneumoniae	Lactobacillus_rogosae	5.58319091796875
Klebsiella_variicola	Bacteroides_faecis	4.40773010253906
Lachnoanaerobaculum_saburreum	PHOSLIPSYN-PWY:_superpathway_of_phospholipid_biosynthesis_I_(bacteria)	3.81618499755859
Lachnoclostridium_sp_An138	PWY-7220:_adenosine_deoxyribonucleotides_de_novo_biosynthesis_II	7.02391815185547
Lachnospiraceae_bacterium_oral_taxon_096	PWY-7357:_thiamin_formation_from_pyrithiamine_and_oxythiamine_(yeast)	2.47825622558594
Lactobacillus_acidophilus	PWY0-1296:_purine_ribonucleosides_degradation	4.76045227050781
Lactobacillus_reuteri	Prevotella_sp_CAG_1124	2.14106750488281
Lactobacillus_ruminis	PWY-7219:_adenosine_ribonucleotides_de_novo_biosynthesis	3.08480072021484
Lactobacillus_sakei	HISTSYN-PWY:_L-histidine_biosynthesis	4.60647583007812
Lactococcus_lactis	PWY-6126:_superpathway_of_adenosine_nucleotides_de_novo_biosynthesis_II	7.3670654296875
Lawsonibacter_asaccharolyticus	Anaeromassilibacillus_sp_An250	7.75254821777344
Lawsonibacter_asaccharolyticus	PWY-6124:_inosine-5'-phosphate_biosynthesis_II	8.25419616699219
Leuconostoc_pseudomesenteroides	PWY-7222:_guanosine_deoxyribonucleotides_de_novo_biosynthesis_II	1.85886383056641
Megamonas_funiformis	Bacteroides_sp_CAG_633	4.01752471923828
Megamonas_hypermegale	Clostridium_innocuum	4.61685180664062
Methanobrevibacter_smithii	Enterococcus_faecium	6.61202239990234
Mogibacterium_diversum	PWY-6121:_5-aminoimidazole_ribonucleotide_biosynthesis_I	7.33689117431641
Mogibacterium_diversum	PWY-7199:_pyrimidine_deoxyribonucleosides_salvage	9.98346710205078
Mogibacterium_diversum	THISYNARA-PWY:_superpathway_of_thiamin_diphosphate_biosynthesis_III_(eukaryotes)	7.88441467285156
Mogibacterium_timidum	Eubacterium_brachy	3.99771118164062
Mogibacterium_timidum	Lactobacillus_vaginalis	2.49151611328125
Mogibacterium_timidum	Raoultella_planticola	2.49151611328125
Mogibacterium_timidum	Streptococcus_milleri	5.17916107177734
