data_type,base_feature,contributing_feature,base_IG_1D_mean,total_IG_2D_mean,ig_difference_raw,ig_difference_pct,pair_ig_count
functions,ASPASN-PWY:_superpathway_of_L-aspartate_and_L-asparagine_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,2.642,109.75,107.107,4053.7,4/28
functions,PWY-8073:_lipid_IVA_biosynthesis_(P._putida),ORNDEG-PWY:_superpathway_of_ornithine_degradation,2.157,109.22,107.063,4963.2,10/28
functions,PWY-7228:_superpathway_of_guanosine_nucleotides_de_novo_biosynthesis_I,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,1.502,108.553,107.05,7125.78,10/28
functions,PWY66-399:_gluconeogenesis_III,ORNDEG-PWY:_superpathway_of_ornithine_degradation,1.475,108.473,106.998,7255.34,10/28
functions,ASPASN-PWY:_superpathway_of_L-aspartate_and_L-asparagine_biosynthesis,ORNDEG-PWY:_superpathway_of_ornithine_degradation,4.224,111.195,106.971,2532.38,6/28
functions,PWY-8189:_L-alanine_degradation_V_(oxidative_Stickland_reaction),ORNDEG-PWY:_superpathway_of_ornithine_degradation,7.354,114.29,106.936,1454.07,2/28
functions,HISDEG-PWY:_L-histidine_degradation_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,2.005,108.921,106.917,5332.94,10/28
functions,NONMEVIPP-PWY:_methylerythritol_phosphate_pathway_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,5.218,112.105,106.888,2048.48,4/28
functions,PWY-6435:_4-hydroxybenzoate_biosynthesis_III_(plants),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,1.862,108.736,106.874,5738.78,4/28
functions,PWY-5384:_sucrose_degradation_IV_(sucrose_phosphorylase),ORNDEG-PWY:_superpathway_of_ornithine_degradation,0.548,107.407,106.86,19516.81,6/28
functions,PWY1G-0:_mycothiol_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,4.781,111.629,106.848,2235.02,4/28
functions,PWY-5994:_palmitate_biosynthesis_(type_I_fatty_acid_synthase),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,11.421,118.264,106.843,935.5,2/28
functions,PWY-5384:_sucrose_degradation_IV_(sucrose_phosphorylase),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,1.299,108.138,106.839,8223.06,8/28
functions,PROPFERM-PWY:_superpathway_of_L-alanine_fermentation_(Stickland_reaction),ORNDEG-PWY:_superpathway_of_ornithine_degradation,6.122,112.899,106.778,1744.28,2/28
functions,PWY-5659:_GDP-mannose_biosynthesis,ORNDEG-PWY:_superpathway_of_ornithine_degradation,7.567,114.323,106.756,1410.76,8/28
functions,PWY-7200:_superpathway_of_pyrimidine_deoxyribonucleoside_salvage,ORNDEG-PWY:_superpathway_of_ornithine_degradation,2.958,109.622,106.663,3605.62,2/28
functions,PWY-5505:_L-glutamate_and_L-glutamine_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,9.198,115.801,106.603,1158.99,12/28
functions,PWY-6630:_superpathway_of_L-tyrosine_biosynthesis,ORNDEG-PWY:_superpathway_of_ornithine_degradation,0.952,107.518,106.566,11195.04,4/28
functions,NONOXIPENT-PWY:_pentose_phosphate_pathway_(non-oxidative_branch)_I,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,1.368,107.859,106.491,7786.31,4/28
functions,URSIN-PWY:_ureide_biosynthesis,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,0.125,106.583,106.459,85501.18,4/28
functions,FUCCAT-PWY:_fucose_degradation,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,0.16,106.617,106.458,66674.31,2/28
functions,PWY-6125:_superpathway_of_guanosine_nucleotides_de_novo_biosynthesis_II,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,2.783,109.202,106.419,3823.51,8/28
functions,PWY-7165:_L-ascorbate_biosynthesis_VIII_(engineered_pathway),ORNDEG-PWY:_superpathway_of_ornithine_degradation,1.96,108.337,106.377,5427.16,8/28
functions,CITRULBIO-PWY:_L-citrulline_biosynthesis,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,0.583,106.838,106.254,18209.92,2/28
functions,PWY-6902:_chitin_degradation_II_(Vibrio),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,6.587,112.788,106.201,1612.31,2/28
functions,PWY-5188:_tetrapyrrole_biosynthesis_I_(from_glutamate),ORNDEG-PWY:_superpathway_of_ornithine_degradation,6.593,112.666,106.073,1608.96,4/28
functions,PWY-6859:_all-trans-farnesol_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,0.008,106.049,106.041,1316196.97,2/28
functions,ARG+POLYAMINE-SYN:_superpathway_of_arginine_and_polyamine_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,7.056,113.069,106.014,1502.57,6/28
functions,CRNFORCAT-PWY:_creatinine_degradation_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,4.731,110.674,105.943,2239.39,6/28
functions,ANAEROFRUCAT-PWY:_homolactic_fermentation,ORNDEG-PWY:_superpathway_of_ornithine_degradation,0.197,106.069,105.872,53769.5,4/28
functions,PWY-6143:_CMP-pseudaminate_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,2.805,108.663,105.858,3774.01,4/28
functions,PWY-6210:_2-aminophenol_degradation,ORNDEG-PWY:_superpathway_of_ornithine_degradation,3.311,109.149,105.838,3196.29,2/28
functions,PWY-3801:_sucrose_degradation_II_(sucrose_synthase),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,1.912,107.728,105.816,5534.36,4/28
functions,PWY-7200:_superpathway_of_pyrimidine_deoxyribonucleoside_salvage,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,3.645,109.425,105.78,2901.95,4/28
functions,PWY-7229:_superpathway_of_adenosine_nucleotides_de_novo_biosynthesis_I,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,0.058,105.831,105.773,181274.27,8/28
functions,PWY-6595:_superpathway_of_guanosine_nucleotides_degradation_(plants),ORNDEG-PWY:_superpathway_of_ornithine_degradation,8.676,114.43,105.754,1218.89,14/28
functions,OANTIGEN-PWY:_O-antigen_building_blocks_biosynthesis_(E._coli),ORNDEG-PWY:_superpathway_of_ornithine_degradation,10.376,116.087,105.711,1018.78,14/28
functions,PWY-7396:_butanol_and_isobutanol_biosynthesis_(engineered),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,2.591,108.284,105.693,4078.94,4/28
functions,NAGLIPASYN-PWY:_lipid_IVA_biosynthesis_(E._coli),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,2.769,108.425,105.656,3816.17,6/28
functions,PWY-6143:_CMP-pseudaminate_biosynthesis,ORNDEG-PWY:_superpathway_of_ornithine_degradation,3.418,109.041,105.623,3089.99,4/28
functions,PWY-5130:_2-oxobutanoate_degradation_I,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,1.189,106.78,105.591,8880.96,6/28
functions,PWY0-1061:_superpathway_of_L-alanine_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,3.087,108.642,105.555,3419.16,4/28
functions,"GOLPDLCAT-PWY:_superpathway_of_glycerol_degradation_to_1,3-propanediol",ORNDEG-PWY:_superpathway_of_ornithine_degradation,12.104,117.641,105.537,871.9,2/28
functions,PWY-6703:_preQ0_biosynthesis,ORNDEG-PWY:_superpathway_of_ornithine_degradation,2.07,107.571,105.501,5097.42,4/28
functions,PWY-7208:_superpathway_of_pyrimidine_nucleobases_salvage,ORNDEG-PWY:_superpathway_of_ornithine_degradation,3.539,108.986,105.447,2979.83,4/28
functions,PWY-7663:_gondoate_biosynthesis_(anaerobic),ORNDEG-PWY:_superpathway_of_ornithine_degradation,6.823,112.265,105.442,1545.36,4/28
functions,OANTIGEN-PWY:_O-antigen_building_blocks_biosynthesis_(E._coli),VALSYN-PWY:_L-valine_biosynthesis,10.715,116.136,105.421,983.83,2/28
functions,BIOTIN-BIOSYNTHESIS-PWY:_biotin_biosynthesis_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,7.818,113.166,105.347,1347.42,8/28
functions,P41-PWY:_pyruvate_fermentation_to_acetate_and_(S)-lactate_I,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,2.741,107.978,105.237,3839.75,4/28
functions,PWY-7345:_superpathway_of_anaerobic_sucrose_degradation,ORNDEG-PWY:_superpathway_of_ornithine_degradation,11.68,116.852,105.172,900.43,4/28
functions,PWY-5022:_4-aminobutanoate_degradation_V,ORNDEG-PWY:_superpathway_of_ornithine_degradation,3.405,108.507,105.102,3086.67,6/28
functions,PWY-5497:_purine_nucleobases_degradation_II_(anaerobic),ORNDEG-PWY:_superpathway_of_ornithine_degradation,5.58,110.681,105.101,1883.67,2/28
functions,COLANSYN-PWY:_colanic_acid_building_blocks_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,2.678,107.761,105.083,3923.7,8/28
functions,POLYISOPRENSYN-PWY:_polyisoprenoid_biosynthesis_(E._coli),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,0.81,105.876,105.066,12968.19,4/28
functions,P162-PWY:_L-glutamate_degradation_V_(via_hydroxyglutarate),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,8.108,113.139,105.031,1295.35,4/28
functions,PWY-8187:_L-arginine_degradation_XIII_(reductive_Stickland_reaction),ORNDEG-PWY:_superpathway_of_ornithine_degradation,5.609,110.625,105.016,1872.19,12/28
functions,PWY-7220:_adenosine_deoxyribonucleotides_de_novo_biosynthesis_II,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,5.939,110.946,105.007,1768.18,6/28
functions,PWY-6607:_guanosine_nucleotides_degradation_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,8.782,113.769,104.987,1195.44,12/28
functions,PYRIDOXSYN-PWY:_pyridoxal_5'-phosphate_biosynthesis_I,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,8.164,113.084,104.92,1285.14,2/28
functions,GLYCOCAT-PWY:_glycogen_degradation_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,0.192,105.08,104.888,54589.58,2/28
functions,PWY-7883:_anhydromuropeptides_recycling_II,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,0.605,105.408,104.803,17316.42,2/28
functions,GALACT-GLUCUROCAT-PWY:_superpathway_of_hexuronide_and_hexuronate_degradation,PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),1.078,105.864,104.786,9719.3,4/28
functions,PWY-6969:_TCA_cycle_V_(2-oxoglutarate_synthase),ORNDEG-PWY:_superpathway_of_ornithine_degradation,3.663,108.423,104.76,2860.27,4/28
functions,PWY-7392:_taxadiene_biosynthesis_(engineered),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,4.245,108.917,104.671,2465.59,6/28
functions,PWY-6969:_TCA_cycle_V_(2-oxoglutarate_synthase),PWY-5189:_tetrapyrrole_biosynthesis_II_(from_glycine),0.323,104.948,104.625,32367.45,2/28
functions,PWY-5121:_superpathway_of_geranylgeranyl_diphosphate_biosynthesis_II_(via_MEP),ORNDEG-PWY:_superpathway_of_ornithine_degradation,5.556,110.128,104.572,1882.22,8/28
functions,PWY-6630:_superpathway_of_L-tyrosine_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,3.281,107.839,104.558,3186.67,6/28
functions,PROTOCATECHUATE-ORTHO-CLEAVAGE-PWY:_protocatechuate_degradation_II_(ortho-cleavage_pathway),ORNDEG-PWY:_superpathway_of_ornithine_degradation,5.696,110.25,104.554,1835.55,2/28
functions,PWY-5677:_succinate_fermentation_to_butanoate,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,6.597,111.086,104.489,1583.9,4/28
functions,OANTIGEN-PWY:_O-antigen_building_blocks_biosynthesis_(E._coli),PWY0-42:_2-methylcitrate_cycle_I,12.416,116.827,104.411,840.92,2/28
functions,PWY-6317:_D-galactose_degradation_I_(Leloir_pathway),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,8.713,113.119,104.405,1198.24,8/28
functions,PWY0-845:_superpathway_of_pyridoxal_5'-phosphate_biosynthesis_and_salvage,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,0.931,105.324,104.393,11212.1,6/28
functions,PWY-5005:_biotin_biosynthesis_II,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,1.978,106.297,104.319,5274.4,10/28
functions,PWY-6123:_inosine-5'-phosphate_biosynthesis_I,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,2.63,106.939,104.309,3966.11,4/28
functions,PWY-6470:_peptidoglycan_biosynthesis_V_(&beta;-lactam_resistance),ORNDEG-PWY:_superpathway_of_ornithine_degradation,0.196,104.482,104.286,53195.14,2/28
functions,CENTFERM-PWY:_pyruvate_fermentation_to_butanoate,ORNDEG-PWY:_superpathway_of_ornithine_degradation,2.473,106.734,104.26,4215.29,4/28
functions,FASYN-INITIAL-PWY:_superpathway_of_fatty_acid_biosynthesis_initiation_(E._coli),ORNDEG-PWY:_superpathway_of_ornithine_degradation,9.027,113.23,104.203,1154.3,10/28
functions,PWY-8073:_lipid_IVA_biosynthesis_(P._putida),PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,2.353,106.438,104.085,4424.38,6/28
functions,PWY66-399:_gluconeogenesis_III,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,1.306,105.373,104.067,7968.97,8/28
functions,PWY-7723:_bacterial_bioluminescence,ORNDEG-PWY:_superpathway_of_ornithine_degradation,5.975,110.016,104.042,1741.32,2/28
functions,PWY-6123:_inosine-5'-phosphate_biosynthesis_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,7.629,111.596,103.967,1362.84,6/28
functions,PWY-5690:_TCA_cycle_II_(plants_and_fungi),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,8.463,112.39,103.926,1227.96,8/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY0-1297:_superpathway_of_purine_deoxyribonucleosides_degradation,17.344,121.269,103.925,599.19,2/28
functions,GALACTUROCAT-PWY:_D-galacturonate_degradation_I,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,17.712,121.627,103.915,586.69,8/28
functions,PWY-5030:_L-histidine_degradation_III,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,10.079,113.978,103.899,1030.86,4/28
functions,PWY-5659:_GDP-mannose_biosynthesis,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,5.997,109.874,103.877,1732.11,6/28
functions,PWY-6731:_starch_degradation_III,ORNDEG-PWY:_superpathway_of_ornithine_degradation,11.658,115.529,103.871,891.0,10/28
functions,P42-PWY:_incomplete_reductive_TCA_cycle,ORNDEG-PWY:_superpathway_of_ornithine_degradation,13.208,117.04,103.831,786.1,14/28
functions,PWY-7222:_guanosine_deoxyribonucleotides_de_novo_biosynthesis_II,ORNDEG-PWY:_superpathway_of_ornithine_degradation,5.16,108.976,103.816,2011.98,8/28
functions,PWY-2941:_L-lysine_biosynthesis_II,METSYN-PWY:_superpathway_of_L-homoserine_and_L-methionine_biosynthesis,0.004,103.81,103.807,2834613.33,2/28
functions,PWY0-1586:_peptidoglycan_maturation_(meso-diaminopimelate_containing),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,4.585,108.36,103.776,2263.46,10/28
functions,PWY-7222:_guanosine_deoxyribonucleotides_de_novo_biosynthesis_II,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,5.335,109.083,103.748,1944.65,8/28
functions,GLYCOLYSIS:_glycolysis_I_(from_glucose_6-phosphate),ORNDEG-PWY:_superpathway_of_ornithine_degradation,3.523,107.257,103.734,2944.54,4/28
functions,PWY-7820:_teichuronic_acid_biosynthesis_(B._subtilis_168),ORNDEG-PWY:_superpathway_of_ornithine_degradation,8.684,112.374,103.691,1194.1,4/28
functions,PWY-822:_fructan_biosynthesis,ORNDEG-PWY:_superpathway_of_ornithine_degradation,4.523,108.209,103.686,2292.41,8/28
functions,GLUCUROCAT-PWY:_superpathway_of_&beta;-D-glucuronosides_degradation,PWY-7118:_chitin_deacetylation,1.426,105.072,103.646,7268.17,2/28
functions,PWY-7228:_superpathway_of_guanosine_nucleotides_de_novo_biosynthesis_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,3.647,107.238,103.591,2840.52,6/28
functions,PWY-6124:_inosine-5'-phosphate_biosynthesis_II,ORNDEG-PWY:_superpathway_of_ornithine_degradation,13.401,116.986,103.586,773.0,4/28
functions,P41-PWY:_pyruvate_fermentation_to_acetate_and_(S)-lactate_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,2.886,106.441,103.555,3587.58,4/28
functions,PWY-621:_sucrose_degradation_III_(sucrose_invertase),PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,3.884,107.436,103.552,2666.09,4/28
functions,PWY-6121:_5-aminoimidazole_ribonucleotide_biosynthesis_I,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,9.497,113.035,103.538,1090.24,2/28
functions,PWY-5920:_superpathway_of_heme_b_biosynthesis_from_glycine,REDCITCYC:_TCA_cycle_VI_(Helicobacter),0.104,103.63,103.526,99075.23,2/28
functions,PWY-5505:_L-glutamate_and_L-glutamine_biosynthesis,ORNDEG-PWY:_superpathway_of_ornithine_degradation,10.118,113.58,103.462,1022.53,8/28
functions,PWY-7323:_superpathway_of_GDP-mannose-derived_O-antigen_building_blocks_biosynthesis,PWY4LZ-257:_superpathway_of_fermentation_(Chlamydomonas_reinhardtii),4.348,107.766,103.418,2378.72,2/28
functions,PWY-7316:_dTDP-N-acetylviosamine_biosynthesis,ORNDEG-PWY:_superpathway_of_ornithine_degradation,8.737,112.121,103.385,1183.35,10/28
functions,PWY-6305:_superpathway_of_putrescine_biosynthesis,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,0.83,104.212,103.382,12453.23,6/28
functions,FUC-RHAMCAT-PWY:_superpathway_of_fucose_and_rhamnose_degradation,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,3.59,106.95,103.36,2879.24,6/28
functions,PWY-6270:_isoprene_biosynthesis_I,REDCITCYC:_TCA_cycle_VI_(Helicobacter),9.972,113.321,103.35,1036.41,6/28
functions,PWY1ZNC-1:_assimilatory_sulfate_reduction_IV,ORNDEG-PWY:_superpathway_of_ornithine_degradation,9.864,113.209,103.345,1047.66,4/28
functions,PWY-1269:_CMP-3-deoxy-D-manno-octulosonate_biosynthesis,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,0.0,103.325,103.325,42322000.0,2/28
functions,PHOSLIPSYN-PWY:_superpathway_of_phospholipid_biosynthesis_I_(bacteria),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,0.003,103.327,103.324,3847418.18,2/28
functions,CALVIN-PWY:_Calvin-Benson-Bassham_cycle,ORNDEG-PWY:_superpathway_of_ornithine_degradation,8.094,111.367,103.273,1275.96,6/28
functions,HISDEG-PWY:_L-histidine_degradation_I,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,2.101,105.317,103.216,4911.77,6/28
functions,PWY-5973:_cis-vaccenate_biosynthesis,ORNDEG-PWY:_superpathway_of_ornithine_degradation,5.861,109.043,103.182,1760.39,4/28
functions,HSERMETANA-PWY:_L-methionine_biosynthesis_III,ORNDEG-PWY:_superpathway_of_ornithine_degradation,8.633,111.723,103.09,1194.1,2/28
functions,PWY-6507:_4-deoxy-L-threo-hex-4-enopyranuronate_degradation,ORNDEG-PWY:_superpathway_of_ornithine_degradation,10.433,113.506,103.072,987.9,14/28
functions,PWY-6590:_superpathway_of_Clostridium_acetobutylicum_acidogenic_fermentation,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,3.377,106.422,103.045,3051.32,8/28
functions,PWY-8189:_L-alanine_degradation_V_(oxidative_Stickland_reaction),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,7.354,110.363,103.009,1400.67,2/28
functions,PWY-6165:_chorismate_biosynthesis_II_(archaea),PWY-5920:_superpathway_of_heme_b_biosynthesis_from_glycine,17.344,120.34,102.995,593.83,2/28
functions,PWY-8004:_Entner-Doudoroff_pathway_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,10.826,113.815,102.989,951.32,6/28
functions,P42-PWY:_incomplete_reductive_TCA_cycle,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,4.727,107.706,102.979,2178.55,8/28
functions,PWY-6901:_superpathway_of_glucose_and_xylose_degradation,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,5.146,108.099,102.954,2000.8,8/28
functions,PWY-621:_sucrose_degradation_III_(sucrose_invertase),REDCITCYC:_TCA_cycle_VI_(Helicobacter),0.441,103.391,102.95,23361.99,2/28
functions,PWY-6590:_superpathway_of_Clostridium_acetobutylicum_acidogenic_fermentation,PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,3.482,106.412,102.93,2955.9,2/28
functions,P124-PWY:_Bifidobacterium_shunt,ORNDEG-PWY:_superpathway_of_ornithine_degradation,10.297,113.21,102.914,999.46,10/28
functions,PWY-7197:_pyrimidine_deoxyribonucleotide_phosphorylation,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,11.642,114.552,102.911,883.97,12/28
functions,PWY0-162:_superpathway_of_pyrimidine_ribonucleotides_de_novo_biosynthesis,ORNDEG-PWY:_superpathway_of_ornithine_degradation,22.363,125.246,102.883,460.06,12/28
functions,NAGLIPASYN-PWY:_lipid_IVA_biosynthesis_(E._coli),PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,2.141,104.965,102.824,4803.11,6/28
functions,PWY-5188:_tetrapyrrole_biosynthesis_I_(from_glutamate),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,9.052,111.874,102.822,1135.86,4/28
functions,PWY-7242:_D-fructuronate_degradation,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,20.411,123.188,102.777,503.53,18/28
functions,PROPFERM-PWY:_superpathway_of_L-alanine_fermentation_(Stickland_reaction),P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,6.122,108.872,102.751,1678.5,2/28
functions,HISDEG-PWY:_L-histidine_degradation_I,P441-PWY:_superpathway_of_N-acetylneuraminate_degradation,1.395,104.131,102.736,7366.67,6/28
functions,GLUTORN-PWY:_L-ornithine_biosynthesis_I,ORNDEG-PWY:_superpathway_of_ornithine_degradation,8.204,110.929,102.725,1252.21,6/28
functions,PWY-5690:_TCA_cycle_II_(plants_and_fungi),ORNDEG-PWY:_superpathway_of_ornithine_degradation,4.289,106.961,102.672,2393.98,8/28
functions,PWY0-1586:_peptidoglycan_maturation_(meso-diaminopimelate_containing),PWY-5918:_superpathway_of_heme_b_biosynthesis_from_glutamate,5.337,107.98,102.643,1923.13,4/28
